id	region	population	sex	age	education	income	statusquo	vote
853	C	62500	M	40	PS	35000	-0.54836	N
854	C	62500	M	27	PS	35000	-1.25795	N
855	C	62500	F	38	S	75000	0.04945	Y
857	C	62500	F	45	P	35000	-1.25861	N
859	C	62500	M	25	S	35000	-1.00739	N
860	C	62500	M	50	P	15000	-0.82423	N
863	C	15000	F	20	S	NA	0.36649	Y
864	C	15000	F	65	S	15000	0.25733	Y
865	C	15000	M	42	S	7500	-0.82337	N
866	C	15000	F	48	P	15000	0.57449	Y
869	C	15000	M	46	S	35000	-0.2559	N
872	C	15000	M	48	P	7500	1.00124	Y
873	C	15000	M	29	P	7500	1.28046	Y
875	C	15000	F	18	P	2500	-0.76832	Y
876	C	15000	M	23	S	7500	0.02383	Y
877	C	15000	M	70	P	7500	-1.29617	N
879	C	15000	F	46	P	2500	0.69169	Y
880	C	15000	M	70	P	7500	1.3601	Y
881	C	25000	F	69	P	7500	1.32047	Y
883	C	25000	M	22	P	7500	1.35787	Y
887	C	25000	F	20	P	35000	1.08088	Y
889	C	25000	F	46	P	2500	0.75797	Y
890	C	25000	M	61	P	2500	1.47615	Y
892	C	25000	F	41	P	7500	1.4045	Y
893	C	25000	M	18	P	2500	-1.22876	N
894	C	25000	M	50	P	7500	1.45616	Y
895	C	25000	F	28	S	15000	1.55465	Y
896	C	25000	F	19	S	7500	1.50229	Y
902	C	25000	F	32	P	7500	1.5877	Y
903	C	25000	M	22	S	15000	-0.95379	N
904	C	25000	F	60	P	7500	1.5877	Y
905	C	25000	M	64	P	7500	1.43653	Y
906	C	25000	F	40	S	NA	1.17767	Y
907	C	25000	F	30	S	35000	0.68807	Y
908	C	25000	M	65	P	NA	1.5877	Y
909	C	25000	M	70	P	NA	1.5877	Y
910	C	25000	M	24	PS	15000	-1.19137	N
911	C	25000	F	21	P	15000	1.33829	Y
912	C	25000	F	49	S	7500	1.35481	Y
915	C	25000	M	24	P	15000	-1.22258	N
916	C	25000	M	18	S	75000	-0.88064	N
919	C	25000	F	18	S	35000	0.34316	Y
920	C	25000	M	27	P	35000	-0.02385	Y
921	S	125000	M	18	S	15000	1.29424	Y
922	S	125000	M	44	P	2500	-1.29617	N
923	S	125000	F	31	PS	15000	-1.29617	N
924	S	125000	F	58	S	35000	-1.29617	N
925	S	125000	M	68	P	7500	-1.29617	N
926	S	125000	F	47	P	7500	1.54802	Y
927	S	125000	F	32	S	NA	0.92815	Y
928	S	125000	F	22	P	7500	0.5492	Y
929	S	125000	M	40	PS	75000	1.43203	Y
930	S	125000	M	35	P	2500	1.17367	Y
931	S	125000	M	65	S	15000	1.1643	Y
933	S	125000	F	18	P	7500	1.26956	Y
935	S	125000	F	22	S	7500	0.96938	Y
936	S	125000	M	23	S	15000	-0.73957	N
939	S	125000	M	21	P	2500	1.25084	Y
940	S	125000	F	54	P	15000	0.69887	Y
948	S	45000	M	25	P	2500	1.25306	Y
949	S	45000	M	48	S	35000	-1.29617	N
950	S	45000	M	37	PS	35000	0.19914	Y
952	S	45000	F	18	S	7500	1.31037	Y
953	S	45000	M	53	PS	75000	1.48547	Y
954	S	45000	M	25	PS	35000	1.1538	Y
956	S	45000	F	54	S	7500	-0.2688	N
957	S	45000	F	60	P	75000	-0.89149	Y
958	S	45000	F	18	P	75000	-0.97181	N
959	S	45000	F	49	PS	2500	-0.86092	N
960	S	45000	M	30	P	7500	1.04754	Y
961	S	15000	M	33	P	7500	0.20483	Y
962	S	15000	F	36	P	7500	-1.26247	N
963	S	15000	M	62	P	2500	1.30792	Y
964	S	15000	F	21	S	15000	-0.78802	N
965	S	15000	M	36	P	15000	-0.72822	N
968	S	15000	M	25	S	15000	-1.18323	N
969	S	15000	M	63	P	2500	1.43793	Y
970	S	15000	M	26	S	35000	-1.10367	N
976	S	15000	M	27	PS	35000	-0.50424	N
977	S	15000	F	61	P	7500	1.1493	Y
978	S	15000	M	27	P	2500	1.09701	Y
980	S	15000	M	53	S	35000	0.71448	Y
981	S	8750	M	36	P	7500	1.0188	Y
982	S	8750	M	19	P	7500	0.83115	Y
983	S	8750	M	28	S	15000	-1.00723	N
984	S	8750	F	50	P	7500	-1.08585	N
985	S	8750	F	20	P	2500	-0.96528	N
986	S	8750	M	65	P	7500	0.93522	Y
987	S	8750	F	36	P	7500	1.55399	Y
988	S	8750	M	60	S	125000	0.97823	Y
989	S	8750	F	28	S	35000	1.40361	Y
990	S	8750	M	28	S	35000	1.33246	Y
991	S	8750	F	48	S	7500	1.43732	Y
992	S	8750	M	58	P	7500	1.5877	Y
997	S	8750	F	19	S	35000	0.81609	Y
998	S	8750	M	23	S	75000	1.32935	Y
1000	S	8750	M	37	P	15000	1.51284	N
1002	S	125000	F	31	S	7500	0.90908	Y
1003	S	125000	M	27	P	7500	-1.1464	N
1004	S	125000	M	41	S	15000	-0.9406	N
1005	S	125000	M	37	P	15000	0.74986	Y
1008	S	125000	M	25	P	7500	0.96249	Y
1009	S	125000	F	42	P	7500	0.401	Y
1010	S	125000	F	23	P	2500	1.5877	Y
1011	S	125000	F	32	S	15000	1.55477	Y
1012	S	125000	M	59	S	2500	-0.69048	Y
1013	S	125000	M	28	S	15000	1.36539	Y
1015	S	125000	F	42	P	15000	1.39692	Y
1016	S	125000	M	36	S	35000	0.16282	Y
1017	S	125000	M	26	S	35000	1.25257	Y
1018	S	125000	F	42	P	15000	0.31096	Y
1019	S	125000	F	18	S	35000	1.40361	Y
1020	S	125000	F	35	PS	35000	-0.31346	N
1022	S	25000	F	45	P	15000	1.27441	Y
1024	S	25000	M	62	P	15000	0.99792	Y
1026	S	25000	F	21	P	15000	1.09549	Y
1027	S	25000	F	40	P	35000	0.10905	Y
1029	S	25000	M	19	P	35000	-0.97943	N
1030	S	25000	M	22	S	15000	-0.08141	Y
1031	S	25000	M	48	PS	15000	0.80633	Y
1034	S	25000	F	38	S	15000	1.27567	Y
1035	S	25000	M	23	S	15000	-0.96901	N
1036	S	25000	F	47	P	7500	0.14576	Y
1037	S	25000	F	35	S	7500	1.54808	Y
1038	S	25000	M	24	S	2500	0.24455	Y
1039	S	25000	F	22	S	15000	1.43793	Y
1042	S	25000	M	59	P	2500	1.39241	Y
1043	S	25000	M	30	S	7500	-0.37017	Y
1044	S	25000	M	26	P	7500	1.18326	Y
1045	S	25000	F	41	S	15000	1.36173	Y
1047	S	25000	F	21	PS	15000	-1.29617	N
1048	S	25000	M	36	P	7500	-0.0493	N
1050	S	25000	M	42	P	2500	0.12341	Y
1051	S	25000	F	22	PS	35000	-0.7125	N
1055	S	25000	M	20	P	7500	0.2575	Y
1056	S	25000	F	37	P	2500	1.5877	Y
1057	S	25000	M	23	S	2500	-1.19739	N
1058	S	25000	F	24	P	2500	1.46885	Y
1060	S	25000	M	55	P	7500	1.47615	Y
1061	S	250000	M	48	PS	35000	0.40498	Y
1062	S	250000	F	23	S	35000	-1.29293	N
1063	S	250000	M	40	S	35000	-1.1517	N
1064	S	250000	M	20	S	35000	0.98762	Y
1065	S	250000	F	38	PS	75000	0.05047	Y
1066	S	250000	F	26	S	15000	-0.88716	N
1068	S	250000	M	55	S	35000	-0.1693	N
1069	S	250000	M	39	PS	75000	-0.9353	N
1070	S	250000	M	33	P	NA	-1.03486	N
1072	S	250000	F	65	P	NA	0.32554	Y
1073	S	250000	M	21	PS	75000	-0.80281	N
1074	S	250000	F	33	S	75000	-1.0632	N
1075	S	250000	M	42	PS	125000	-1.03503	N
1076	S	250000	F	24	S	35000	1.26582	Y
1077	S	250000	F	21	S	15000	-0.05113	Y
1081	S	250000	F	26	P	7500	0.64423	Y
1082	S	250000	F	53	P	7500	-0.07279	N
1083	S	250000	M	21	P	15000	0.53116	Y
1085	S	250000	M	60	P	35000	1.40283	Y
1086	S	250000	F	28	S	7500	-1.14049	N
1087	S	250000	F	19	S	35000	-1.09015	N
1088	S	250000	M	45	PS	35000	-0.56055	N
1089	S	250000	M	18	S	15000	-0.92939	N
1092	S	250000	M	21	S	15000	-0.16832	N
1093	S	250000	F	37	P	35000	1.04304	Y
1094	S	250000	F	24	P	7500	-0.88666	Y
1095	S	250000	M	36	PS	75000	-1.2204	N
1096	S	250000	F	39	PS	200000	-1.19438	N
1097	S	250000	F	18	PS	NA	0.37771	Y
1098	S	250000	F	40	PS	200000	1.3454	Y
1099	S	250000	M	55	PS	200000	-1.21974	N
1100	S	250000	M	22	PS	15000	-0.81078	N
1103	S	250000	M	25	PS	35000	1.3274	Y
1105	S	250000	F	39	P	75000	-0.28245	N
1106	S	250000	F	39	S	15000	-1.30713	N
1107	S	250000	F	50	NA	2500	-1.29617	N
1108	S	250000	M	22	PS	35000	-1.1517	N
1110	S	250000	M	47	S	15000	-0.97273	N
1111	S	250000	F	23	S	2500	1.35949	Y
1114	S	250000	M	29	PS	NA	0.96494	Y
1115	S	250000	M	37	S	15000	-0.48129	N
1116	S	250000	F	24	S	15000	-1.18602	N
1119	S	250000	M	65	P	15000	-1.29617	N
1122	S	250000	M	41	S	75000	-0.78299	N
1126	S	250000	M	22	S	15000	-0.69824	N
1128	S	250000	F	40	P	2500	-1.22285	N
1132	S	250000	F	30	S	7500	-0.72077	N
1133	S	250000	M	31	PS	15000	-1.05625	N
1134	S	250000	M	29	PS	15000	-0.08136	N
1135	S	250000	F	48	P	7500	-1.29617	N
1136	S	250000	F	53	P	2500	0.55703	Y
1137	S	250000	F	22	P	15000	-1.05197	Y
1138	S	250000	M	30	S	7500	-1.04084	N
1139	S	250000	M	43	S	15000	-1.29617	N
1140	S	250000	M	38	S	15000	-1.21232	N
1142	S	250000	M	40	PS	75000	-1.11744	N
1143	S	250000	F	66	PS	75000	-1.04075	N
1144	S	250000	M	30	PS	75000	-1.06681	N
1145	S	250000	F	26	S	35000	1.39831	Y
1146	S	250000	F	28	S	7500	-1.00003	N
1147	S	250000	M	35	P	15000	0.34456	Y
1150	S	250000	M	65	P	2500	-1.29617	N
1151	S	250000	M	22	S	35000	-0.29019	Y
1152	S	250000	F	53	P	2500	1.5877	Y
1153	S	250000	F	18	P	2500	0.43869	N
1155	S	250000	M	33	S	35000	-0.97949	N
1156	S	250000	M	53	P	7500	-1.10088	N
1157	S	250000	M	33	P	15000	1.47476	Y
1159	S	250000	F	34	P	7500	-0.9089	N
1160	S	250000	F	36	P	15000	0.47789	Y
1162	S	250000	F	38	S	75000	-0.67253	N
1164	S	250000	M	22	S	15000	-0.88058	N
1165	S	250000	F	18	PS	35000	-1.06673	N
1166	S	250000	F	31	PS	75000	-1.07899	N
1169	S	250000	F	18	S	7500	-0.99975	N
1171	S	250000	M	56	PS	35000	-1.20544	N
1172	S	250000	F	70	S	35000	1.43203	N
1173	S	250000	M	29	PS	NA	-1.25656	N
1174	S	250000	F	22	PS	7500	-1.29617	N
1177	S	250000	M	30	P	15000	0.25023	Y
1179	S	250000	F	25	S	15000	0.81611	Y
1181	S	25000	F	22	PS	15000	-1.06129	N
1182	S	25000	F	63	P	15000	-0.27926	Y
1183	S	25000	M	57	P	15000	0.74066	Y
1184	S	25000	M	22	S	35000	-1.19945	N
1186	S	25000	F	21	S	2500	-0.80256	N
1187	S	25000	F	51	PS	35000	1.38626	Y
1189	S	25000	M	36	PS	15000	-0.90237	N
1190	S	25000	M	25	P	15000	-0.79222	N
1192	S	25000	M	58	S	75000	1.55477	Y
1193	S	25000	F	59	P	15000	-1.29617	N
1194	S	25000	M	28	P	7500	-1.11956	N
1195	S	25000	F	21	S	35000	-0.40754	N
1196	S	25000	M	21	PS	15000	-0.79464	N
1197	S	25000	F	38	PS	75000	-1.29617	N
1199	S	25000	F	60	S	15000	1.43203	Y
1200	S	25000	F	25	P	15000	-0.76597	N
1203	S	15000	M	20	P	7500	-0.44311	N
1204	S	15000	M	58	P	7500	1.46885	Y
1205	S	15000	M	58	P	7500	1.68819	Y
1206	S	15000	F	69	S	15000	1.03459	Y
1207	S	15000	M	29	P	15000	0.32316	Y
1209	S	15000	F	47	S	7500	-1.00879	N
1211	S	15000	F	27	S	7500	-1.00877	N
1212	S	15000	M	69	P	7500	1.5877	Y
1213	S	15000	F	70	P	7500	0.90441	Y
1214	S	15000	M	35	P	7500	0.17868	Y
1215	S	15000	M	19	S	15000	-0.86197	N
1216	S	15000	F	37	P	7500	1.5877	Y
1217	S	15000	F	21	S	15000	-0.99603	N
1218	S	15000	M	20	P	7500	-0.96762	N
1221	S	45000	M	28	S	15000	-1.1464	N
1223	S	45000	M	41	S	35000	-0.21053	N
1224	S	45000	M	23	P	2500	0.95611	N
1226	S	45000	F	36	S	15000	-1.04877	N
1227	S	45000	F	27	S	7500	-1.21695	N
1228	S	45000	M	64	S	15000	-0.88369	N
1229	S	45000	M	31	S	7500	-1.04155	N
1230	S	45000	M	49	PS	7500	0.4324	Y
1231	S	45000	M	25	PS	15000	-1.29617	N
1232	S	45000	F	33	P	7500	-0.25351	N
1233	S	45000	F	22	P	15000	-0.72379	Y
1234	S	45000	M	63	P	35000	0.81197	Y
1235	S	45000	F	67	P	7500	-0.62189	N
1237	S	45000	F	49	P	15000	-1.29617	N
1240	S	45000	M	30	PS	15000	-0.51062	N
1241	S	25000	F	58	P	2500	-0.93163	N
1242	S	25000	M	66	P	2500	1.48145	Y
1244	S	25000	F	28	P	7500	1.25522	Y
1245	S	25000	M	20	S	2500	0.0072	N
1246	S	25000	M	49	P	7500	1.29306	Y
1247	S	25000	F	30	S	7500	1.5877	Y
1248	S	25000	F	67	P	15000	1.39971	Y
1249	S	25000	F	31	P	7500	1.24248	Y
1251	S	25000	M	29	P	2500	-1.29617	N
1252	S	25000	M	69	P	7500	1.18476	Y
1253	S	25000	F	27	S	15000	0.35728	Y
1256	S	25000	F	20	P	2500	1.22013	Y
1257	S	25000	F	38	P	15000	0.95449	Y
1258	S	25000	M	64	P	NA	0.34505	N
1259	S	25000	M	24	S	7500	0.36676	N
1263	S	8750	F	38	S	15000	1.18423	Y
1264	N	8750	F	32	P	7500	1.22566	Y
1266	S	8750	F	24	P	7500	1.38957	Y
1267	S	8750	F	37	S	7500	1.33244	Y
1268	S	8750	M	50	P	7500	1.5935	Y
1269	S	8750	M	50	P	7500	1.19527	Y
1271	S	8750	M	26	S	7500	1.2728	Y
1272	S	8750	M	37	PS	7500	-1.04106	N
1273	S	8750	F	20	P	2500	1.47476	Y
1275	S	8750	M	38	P	15000	1.5038	Y
1276	S	8750	F	26	P	7500	1.20337	Y
1277	S	8750	M	46	S	7500	1.44322	Y
1279	S	8750	F	37	P	2500	1.456	Y
1281	S	45000	F	46	PS	35000	1.17549	Y
1282	S	45000	M	47	S	75000	-1.22876	N
1283	S	45000	F	20	S	35000	0.2422	N
1284	S	45000	M	26	P	15000	0.67166	Y
1285	S	45000	M	19	S	75000	1.21306	Y
1287	S	45000	F	20	S	15000	1.19375	Y
1288	S	45000	F	65	P	7500	1.5877	Y
1289	S	45000	M	45	P	7500	1.5877	Y
1290	S	45000	M	27	S	35000	0.83702	Y
1292	S	45000	F	33	PS	15000	1.47024	Y
1293	S	45000	M	37	PS	35000	-0.26722	N
1294	S	45000	F	39	P	NA	1.31511	Y
1296	S	45000	M	32	P	35000	1.3526	Y
1298	S	45000	F	44	P	15000	1.13002	Y
1301	S	25000	F	58	P	7500	0.50186	N
1303	S	25000	M	47	S	35000	1.47615	Y
1305	S	25000	F	20	S	NA	1.27928	Y
1306	S	25000	F	45	P	7500	1.5877	Y
1307	S	25000	M	21	S	15000	1.08435	Y
1308	S	25000	F	18	PS	35000	1.36539	Y
1309	S	25000	F	25	PS	35000	-1.29617	N
1310	S	25000	M	65	PS	35000	-1.22876	N
1311	S	25000	F	47	P	2500	1.5877	Y
1312	S	25000	M	56	P	7500	0.229	N
1313	S	25000	M	59	P	15000	-0.2766	Y
1314	S	25000	F	23	P	7500	0.27658	Y
1315	S	25000	M	19	S	15000	1.29798	Y
1316	S	25000	M	38	S	35000	-0.28181	N
1317	S	25000	F	48	P	7500	0.36525	Y
1318	S	25000	M	27	P	7500	1.47024	Y
1319	S	25000	F	18	P	7500	-1.29617	N
1320	S	25000	M	26	P	7500	0.9508	Y
1321	S	25000	M	24	P	15000	-1.15693	N
1322	S	25000	M	29	S	15000	-0.33243	N
1323	S	25000	F	33	P	7500	1.29012	Y
1325	S	25000	M	36	S	15000	1.50846	Y
1326	S	25000	M	35	S	35000	1.00996	Y
1327	S	25000	F	54	S	35000	-1.21695	N
1329	S	25000	M	46	S	75000	1.48735	Y
1330	S	25000	F	24	S	35000	-0.26866	N
1331	S	25000	F	24	P	2500	0.90932	Y
1332	S	25000	M	20	PS	35000	-0.08054	Y
1333	S	25000	M	41	S	35000	0.82505	Y
1334	S	25000	M	48	P	15000	-0.70898	N
1336	S	25000	F	34	P	7500	1.2641	Y
1337	S	25000	M	43	P	15000	0.97998	Y
1338	S	25000	M	18	S	7500	-0.85414	N
1339	S	25000	F	36	P	7500	1.58486	Y
1340	S	25000	F	57	P	7500	-0.35168	N
1342	S	250000	M	36	PS	75000	1.43653	Y
1343	S	250000	F	43	P	7500	-0.20299	Y
1346	S	250000	F	38	P	15000	-0.44442	N
1349	S	250000	F	22	S	35000	0.32842	Y
1350	S	250000	M	36	S	35000	1.12564	Y
1352	S	250000	M	29	S	75000	-1.08646	N
1354	S	250000	M	45	S	75000	1.01395	Y
1355	S	250000	F	38	S	35000	-1.29617	N
1357	S	250000	M	48	P	35000	0.11316	Y
1358	S	250000	F	29	PS	200000	-1.29617	N
1359	S	250000	F	49	S	125000	0.06119	Y
1360	S	250000	M	18	S	75000	-1.22285	N
1361	S	250000	F	32	PS	75000	1.01661	Y
1363	S	250000	F	39	P	7500	-0.55281	N
1365	S	250000	M	65	PS	35000	-1.23032	N
1366	S	250000	F	52	P	15000	-0.87337	N
1367	S	250000	M	64	P	7500	-1.12468	N
1370	S	250000	M	20	P	15000	-0.68757	N
1371	S	250000	F	40	P	7500	-0.03691	Y
1373	S	250000	M	68	S	35000	-1.04094	N
1374	S	250000	M	31	P	15000	1.36267	Y
1375	S	250000	M	23	S	125000	-1.06402	N
1379	S	250000	M	22	S	35000	-0.96697	N
1381	S	15000	F	59	P	75000	1.325	Y
1382	S	15000	F	23	S	35000	1.51515	Y
1386	S	15000	F	41	P	7500	-0.72318	N
1387	S	15000	M	43	P	15000	0.59896	Y
1388	S	15000	M	23	PS	7500	1.5877	Y
1389	S	15000	F	35	P	15000	1.5877	Y
1390	S	15000	M	60	P	7500	0.57763	N
1393	S	15000	F	35	PS	35000	1.5877	Y
1394	S	15000	M	22	P	7500	0.67327	N
1396	S	15000	M	25	P	15000	-0.97709	N
1397	S	15000	M	66	P	15000	1.57366	Y
1398	S	15000	F	33	P	15000	1.40952	Y
1399	S	15000	M	59	P	7500	1.5877	Y
1400	S	15000	F	67	P	7500	0.51637	N
1401	S	15000	M	21	P	15000	-1.00723	N
1402	S	15000	M	54	P	15000	0.20137	Y
1404	N	15000	M	21	PS	35000	1.29424	Y
1405	S	15000	M	55	S	35000	-1.29617	N
1407	S	15000	M	66	P	15000	-1.29617	N
1409	S	15000	M	68	P	7500	0.97936	Y
1410	S	15000	F	20	P	2500	0.09844	Y
1412	S	15000	M	23	S	35000	-1.11878	N
1413	S	15000	M	27	S	7500	0.57369	Y
1415	S	15000	F	43	P	7500	1.06426	Y
1417	S	15000	M	43	P	35000	-0.54177	N
1418	S	15000	M	37	S	35000	1.26614	Y
1421	S	25000	F	21	S	35000	-0.80987	N
1424	S	25000	M	30	S	35000	0.30179	Y
1429	S	25000	M	30	S	2500	1.00098	Y
1431	S	25000	M	21	P	35000	-0.35694	N
1433	S	25000	M	57	P	7500	0.10233	Y
1434	S	25000	M	27	S	15000	-0.43537	N
1435	S	25000	F	18	S	2500	1.56059	Y
1436	S	25000	F	25	P	7500	1.36755	Y
1437	S	25000	F	49	P	2500	0.16314	Y
1438	S	25000	M	18	S	7500	-1.21834	N
1439	S	25000	M	47	PS	35000	-1.14049	N
1440	S	25000	F	22	P	15000	1.54947	Y
1441	S	125000	M	43	PS	75000	-0.92993	N
1442	S	125000	F	52	P	15000	0.9584	Y
1444	S	125000	M	18	S	15000	-0.98612	N
1445	S	125000	M	28	PS	75000	-1.14049	N
1446	S	125000	M	43	P	200000	1.50201	Y
1448	S	125000	F	23	S	35000	-1.26853	N
1449	S	125000	M	23	PS	35000	-1.03486	N
1452	S	125000	F	20	PS	35000	-1.0495	N
1455	S	125000	F	33	P	75000	-1.29617	N
1456	S	125000	F	38	PS	125000	-0.15788	N
1457	S	125000	M	37	P	35000	1.28625	Y
1458	S	125000	M	22	PS	200000	1.12564	Y
1459	S	125000	M	42	PS	200000	1.54808	Y
1460	S	125000	F	19	PS	200000	1.54808	Y
1461	S	15000	M	41	P	15000	1.37299	Y
1463	S	15000	F	23	S	7500	0.68101	Y
1465	S	15000	F	44	P	75000	1.40449	Y
1466	S	15000	F	33	P	15000	-1.29617	N
1467	S	15000	M	19	S	15000	1.71355	Y
1468	S	15000	M	37	P	35000	1.43203	Y
1471	S	15000	F	26	PS	35000	-1.04234	N
1473	S	15000	M	40	PS	75000	0.41409	N
1474	S	15000	M	22	P	15000	1.14114	Y
1475	S	15000	M	32	P	15000	1.45955	Y
1476	S	15000	F	19	P	2500	0.50295	Y
1477	S	15000	M	34	S	75000	1.36617	Y
1478	S	15000	M	69	P	15000	1.39479	Y
1479	S	15000	F	32	S	35000	0.52178	Y
1480	S	15000	F	39	P	2500	0.39966	Y
1481	S	25000	F	31	P	7500	1.50986	Y
1485	S	25000	M	63	S	35000	1.01347	Y
1487	S	25000	M	52	S	7500	0.77456	Y
1488	S	25000	F	44	P	35000	0.52212	Y
1494	S	25000	F	59	P	7500	-1.29617	Y
1495	S	25000	F	31	S	15000	1.00888	Y
1496	S	25000	F	45	S	7500	1.09242	Y
1498	S	25000	M	37	PS	7500	-0.61342	N
1500	S	25000	M	21	P	7500	0.73054	Y
1502	S	125000	F	32	PS	35000	1.06803	Y
1503	S	125000	M	47	P	35000	-1.18323	N
1504	S	125000	M	18	S	35000	-0.92939	N
1505	S	125000	M	34	S	15000	-0.75084	N
1507	S	125000	F	24	S	35000	-1.25795	N
1509	S	125000	F	52	P	35000	1.09454	Y
1510	S	125000	F	54	P	35000	1.34252	Y
1514	S	125000	M	34	P	7500	-0.84411	N
1516	S	125000	M	39	S	75000	-1.14049	N
1518	S	125000	F	55	P	2500	-1.00723	N
1519	S	125000	F	21	P	15000	0.11541	Y
1520	S	125000	M	18	S	7500	-1.15309	N
1521	S	125000	M	70	S	75000	1.05894	Y
1522	S	125000	F	31	S	125000	1.43203	Y
1523	S	125000	F	35	PS	75000	1.03393	Y
1524	S	125000	F	40	S	35000	0.43786	Y
1525	S	125000	M	27	PS	125000	-0.32494	N
1527	S	125000	F	28	P	15000	1.49187	Y
1528	S	125000	F	41	P	15000	-0.66172	N
1530	S	125000	M	19	S	7500	-0.17095	Y
1532	S	125000	M	47	S	35000	1.43203	Y
1533	S	125000	M	30	S	15000	-0.93468	N
1534	S	125000	M	22	S	15000	-1.18993	N
1535	S	125000	F	43	S	15000	1.03251	Y
1536	S	125000	F	67	P	15000	1.00184	Y
1537	S	125000	M	22	S	35000	-0.84201	N
1538	S	125000	F	29	P	7500	1.44774	Y
1539	S	125000	F	24	S	35000	1.24184	Y
1540	S	125000	M	49	P	35000	1.5877	Y
1542	S	15000	F	21	P	7500	-1.14317	N
1543	S	15000	F	58	P	15000	1.32577	Y
1545	S	15000	M	62	S	35000	1.12272	Y
1546	S	15000	M	47	S	125000	0.66292	Y
1547	S	15000	M	23	S	15000	-1.00193	N
1549	S	15000	F	30	S	7500	0.99168	Y
1550	S	15000	F	36	PS	75000	1.47693	Y
1552	S	15000	F	31	P	15000	1.31661	Y
1555	S	15000	M	26	P	2500	-1.15762	N
1558	S	15000	F	48	P	75000	1.5877	Y
1559	S	15000	M	60	P	15000	1.16179	Y
1560	S	15000	F	27	P	7500	1.35	N
1561	S	125000	F	44	S	7500	-0.6549	N
1562	S	125000	F	22	S	7500	-1.10678	N
1563	S	125000	M	63	P	35000	1.32162	Y
1564	S	125000	M	28	S	35000	0.1252	Y
1565	S	125000	M	27	PS	35000	-0.99172	N
1566	S	125000	F	24	S	75000	1.37068	Y
1567	S	125000	M	32	S	15000	-1.18173	N
1568	S	125000	F	25	P	7500	-0.70047	N
1572	S	125000	M	41	S	15000	0.99704	N
1576	S	125000	F	49	P	35000	1.23693	Y
1577	S	125000	M	39	PS	75000	-0.83444	N
1578	S	125000	F	25	S	35000	0.29024	Y
1579	S	125000	M	20	S	35000	-0.42725	Y
1580	S	125000	F	39	P	75000	-0.11784	Y
1582	S	25000	F	22	PS	15000	1.00318	Y
1583	S	25000	F	41	P	7500	1.00528	Y
1584	S	25000	M	64	PS	35000	1.5877	Y
1585	S	25000	M	18	S	15000	-0.839	N
1586	S	25000	F	19	S	7500	0.22416	N
1587	S	25000	M	38	P	15000	1.4029	Y
1590	S	25000	F	43	P	2500	-1.26524	N
1593	S	25000	M	26	P	35000	-0.41063	N
1594	S	25000	F	33	S	35000	0.55175	Y
1596	S	25000	F	40	P	2500	-0.30396	Y
1597	S	25000	F	70	P	15000	1.32577	Y
1599	S	25000	M	43	P	35000	0.61457	Y
1600	S	25000	M	22	P	15000	1.51655	Y
1602	S	25000	F	24	S	35000	0.46682	N
1603	S	25000	F	24	P	35000	-0.25323	Y
1604	S	25000	M	38	P	35000	0.66157	Y
1605	S	25000	M	25	S	75000	1.25199	Y
1607	S	25000	M	60	P	7500	0.34221	N
1609	S	25000	F	37	S	7500	-1.25899	Y
1610	S	25000	F	26	P	7500	0.79717	Y
1616	S	25000	M	34	PS	75000	1.36206	Y
1617	S	25000	M	42	PS	125000	-1.03027	N
1622	S	25000	F	23	S	15000	-1.18602	N
1626	S	25000	M	45	P	7500	-1.14952	N
1627	S	25000	F	30	S	2500	-1.04842	N
1628	S	25000	M	30	S	2500	1.43653	Y
1629	S	25000	F	66	P	15000	1.5877	Y
1630	S	25000	F	22	P	2500	-0.97507	N
1632	S	25000	F	38	S	35000	-1.045	N
1633	S	25000	M	35	S	35000	-1.21974	N
1634	S	25000	M	65	P	15000	-1.29617	N
1636	S	25000	M	59	S	35000	0.76631	Y
1637	S	25000	M	28	P	35000	1.27034	Y
1638	S	25000	F	21	S	35000	0.61585	Y
1640	S	25000	F	64	S	75000	-0.03354	N
1641	SA	250000	M	33	S	35000	-1.06452	N
1642	SA	250000	M	50	P	15000	0.45059	Y
1643	SA	250000	F	25	PS	35000	-1.29617	N
1644	SA	250000	F	55	S	15000	-1.10897	N
1645	SA	250000	M	27	PS	35000	0.20291	Y
1646	SA	250000	M	20	S	15000	-1.05543	N
1648	SA	250000	F	22	S	NA	-0.26023	N
1650	SA	250000	M	40	PS	75000	1.24546	Y
1652	SA	250000	M	45	P	35000	-1.1113	N
1654	SA	250000	F	23	S	35000	0.62692	Y
1655	SA	250000	M	18	S	NA	-0.50453	N
1656	SA	250000	M	28	PS	75000	-0.93008	N
1657	SA	250000	M	44	S	75000	1.5877	Y
1659	SA	250000	F	45	P	15000	-0.49024	Y
1663	SA	250000	M	33	PS	35000	-0.58329	N
1665	SA	250000	M	53	PS	35000	-1.034	N
1666	SA	250000	F	24	PS	35000	-1.29617	N
1667	SA	250000	F	47	PS	75000	-0.40469	N
1668	SA	250000	F	36	PS	35000	-1.05877	N
1670	SA	250000	M	45	PS	125000	1.29875	Y
1672	SA	250000	F	39	S	125000	1.5877	Y
1675	SA	250000	M	20	S	75000	-0.78955	N
1676	SA	250000	M	50	P	15000	0.02737	Y
1677	SA	250000	F	67	P	7500	0.84968	Y
1678	SA	250000	F	30	S	35000	0.60127	Y
1679	SA	250000	F	65	P	15000	-1.06347	N
1681	SA	250000	F	57	P	15000	0.06283	Y
